PLAYER,TEAM,INJURED ON,RETURNED,DAYS MISSED,Injury
Luka Doncic,Mavericks,10 January 2024,17 January 2024,7,Sprained right ankle
CJ McCollum,Pelicans,13 January 2024,15 January 2024,2,Sprained right ankle
Doug McDermott,Spurs,13 January 2024,15 January 2024,2,Sprained right ankle
Caleb Martin,Heat,28 December 2023,12 January 2024,15,Sprained right ankle
LaMelo Ball,Hornets,28 November 2023,12 January 2024,45,Sprained right ankle
Bol Bol,Suns,06 January 2024,10 January 2024,4,Sprained right ankle
Trey Lyles,Kings,07 January 2024,09 January 2024,2,Sprained right ankle
Grant Williams,Mavericks,05 January 2024,07 January 2024,2,Sprained right ankle
Malaki Branham,Spurs,04 January 2024,07 January 2024,3,Sprained right ankle
Malachi Flynn,Knicks,31 December 2023,05 January 2024,5,Sprained right ankle
Garrett Temple,Raptors,27 December 2023,01 January 2024,5,Sprained right ankle
Joel Embiid,76ers,24 December 2023,01 January 2024,8,Sprained right ankle
Josh Okogie,Suns,29 December 2023,31 December 2023,2,Sprained right ankle
Jericho Sims,Knicks,20 December 2023,30 December 2023,10,Sprained right ankle
Bradley Beal,Suns,16 December 2023,29 December 2023,13,Sprained right ankle
Brandon Miller,Hornets,26 December 2023,28 December 2023,2,Sprained right ankle
Alex Len,Kings,14 November 2023,26 December 2023,42,Sprained right ankle
Cody Zeller,Pelicans,21 December 2023,26 December 2023,5,Sprained right ankle
Victor Wembanyama,Spurs,23 December 2023,26 December 2023,3,Sprained right ankle
Bogdan Bogdanovic,Hawks,16 December 2023,20 December 2023,4,Sprained right ankle
TyTy Washington Jr.,Bucks,17 December 2023,19 December 2023,2,Sprained right ankle
Tyler Herro,Heat,09 November 2023,17 December 2023,38,Sprained right ankle
Pat Connaughton,Bucks,29 November 2023,15 December 2023,16,Sprained right ankle
Jaden McDaniels,Timberwolves,21 November 2023,11 December 2023,20,Sprained right ankle
Jonathan Isaac,Magic,06 December 2023,11 December 2023,5,Sprained right ankle
Dean Wade,Cavaliers,22 November 2023,06 December 2023,14,Sprained right ankle
Jamal Murray,Nuggets,01 December 2023,06 December 2023,5,Sprained right ankle
Devin Booker,Suns,30 November 2023,02 December 2023,2,Sprained right ankle
Jose Alvarado,Pelicans,01 December 2023,02 December 2023,1,Sprained right ankle
Jimmy Butler,Heat,25 November 2023,30 November 2023,5,Sprained right ankle
Jrue Holiday,Celtics,24 November 2023,28 November 2023,4,Sprained right ankle
Marjon Beauchamp,Bucks,17 November 2023,22 November 2023,5,Sprained right ankle
De'Aaron Fox,Kings,30 October 2023,13 November 2023,14,Sprained right ankle
Santi Aldama,Grizzlies,24 October 2023,05 November 2023,12,Sprained right ankle
Nate Hinton,Rockets,27 October 2023,29 October 2023,2,Sprained right ankle
Jimmy Butler,Heat,02 May 2023,06 May 2023,4,Sprained right ankle
Isaiah Roby,Knicks,15 April 2023,21 April 2023,6,Sprained right ankle
Grayson Allen,Bucks,03 April 2023,16 April 2023,13,Sprained right ankle
Tyrese Haliburton,Pacers,16 March 2023,24 March 2023,8,Sprained right ankle
Brandon Ingram,Pelicans,11 March 2023,14 March 2023,3,Sprained right ankle
JaVale McGee,Mavericks,07 March 2023,10 March 2023,3,Sprained right ankle
D'Angelo Russell,Lakers,26 February 2023,09 March 2023,11,Sprained right ankle
Isaiah Roby,Spurs,14 February 2023,03 March 2023,17,Sprained right ankle
Anfernee Simons,Blazers,16 February 2023,01 March 2023,13,Sprained right ankle
Marcus Smart,Celtics,24 January 2023,15 February 2023,22,Sprained right ankle
Jeremiah Robinson-Earl,Thunder,14 December 2022,31 January 2023,48,Sprained right ankle
Christian Wood,Mavericks,14 January 2023,15 January 2023,1,Sprained right ankle
Jimmy Butler,Heat,26 December 2022,28 December 2022,2,Sprained right ankle
Juan Toscano-Anderson,Lakers,11 December 2022,28 December 2022,17,Sprained right ankle
Aaron Nesmith,Pacers,23 December 2022,26 December 2022,3,Sprained right ankle
Darius Bazley,Thunder,13 November 2022,21 November 2022,8,Sprained right ankle
Scottie Barnes,Raptors,24 October 2022,26 October 2022,2,Sprained right ankle
Marcus Smart,Celtics,23 May 2022,25 May 2022,2,Sprained right ankle
Isaiah Joe,76ers,08 May 2022,10 May 2022,2,Sprained right ankle
Dewayne Dedmon,Heat,10 April 2022,17 April 2022,7,Sprained right ankle
Nik Stauskas,Celtics,01 April 2022,16 April 2022,15,Sprained right ankle
Kris Dunn,Blazers,08 April 2022,11 April 2022,3,Sprained right ankle
Dewayne Dedmon,Heat,03 April 2022,08 April 2022,5,Sprained right ankle
Rajon Rondo,Cavaliers,14 March 2022,03 April 2022,20,Sprained right ankle
Frank Ntilikina,Mavericks,30 March 2022,01 April 2022,2,Sprained right ankle
Aaron Nesmith,Celtics,05 March 2022,21 March 2022,16,Sprained right ankle
Jimmy Butler,Heat,18 March 2022,21 March 2022,3,Sprained right ankle
Lindell Wigginton,Bucks,09 March 2022,14 March 2022,5,Sprained right ankle
Moe Harkless,Kings,07 March 2022,12 March 2022,5,Sprained right ankle
Jalen Suggs,Magic,05 March 2022,09 March 2022,4,Sprained right ankle
Aaron Wiggins,Thunder,01 March 2022,06 March 2022,5,Sprained right ankle
Jaylen Brown,Celtics,02 March 2022,06 March 2022,4,Sprained right ankle
Jared Butler,Jazz,24 February 2022,04 March 2022,8,Sprained right ankle
Frank Ntilikina,Mavericks,27 February 2022,03 March 2022,4,Sprained right ankle
Isaiah Jackson,Pacers,12 February 2022,25 February 2022,13,Sprained right ankle
Lauri Markkanen,Cavaliers,23 January 2022,24 February 2022,32,Sprained right ankle
Keon Johnson,Blazers,05 February 2022,23 February 2022,18,Sprained right ankle
Landry Shamet,Suns,01 February 2022,23 February 2022,22,Sprained right ankle
Marcus Smart,Celtics,16 February 2022,23 February 2022,7,Sprained right ankle
Shai Gilgeous-Alexander,Thunder,29 January 2022,23 February 2022,25,Sprained right ankle
Rui Hachimura,Wizards,16 February 2022,17 February 2022,1,Sprained right ankle
Moe Harkless,Kings,09 February 2022,12 February 2022,3,Sprained right ankle
Isaiah Jackson,Pacers,03 February 2022,11 February 2022,8,Sprained right ankle
Isaiah Roby,Thunder,31 January 2022,11 February 2022,11,Sprained right ankle
Patrick Beverley,Timberwolves,09 February 2022,11 February 2022,2,Sprained right ankle
Doug McDermott,Spurs,03 February 2022,04 February 2022,1,Sprained right ankle
Thomas Bryant,Wizards,02 February 2022,04 February 2022,2,Sprained right ankle
Trent Forrest,Jazz,30 January 2022,02 February 2022,3,Sprained right ankle
Brandon Ingram,Pelicans,23 January 2022,01 February 2022,9,Sprained right ankle
Deandre Ayton,Suns,17 January 2022,01 February 2022,15,Sprained right ankle
Patrick Beverley,Timberwolves,23 January 2022,01 February 2022,9,Sprained right ankle
Dennis Smith Jr.,Blazers,26 January 2022,28 January 2022,2,Sprained right ankle
Joe Ingles,Jazz,24 January 2022,25 January 2022,1,Sprained right ankle
Aaron Nesmith,Celtics,19 January 2022,23 January 2022,4,Sprained right ankle
Cam Reddish,Knicks,12 January 2022,23 January 2022,11,Sprained right ankle
CJ Elleby,Blazers,17 January 2022,19 January 2022,2,Sprained right ankle
Alperen Sengun,Rockets,01 January 2022,14 January 2022,13,Sprained right ankle
Jimmy Butler,Heat,04 January 2022,14 January 2022,10,Sprained right ankle
Luka Doncic,Mavericks,07 January 2022,09 January 2022,2,Sprained right ankle
Nicolas Batum,Clippers,27 December 2021,06 January 2022,10,Sprained right ankle
Cam Reddish,Hawks,03 January 2022,05 January 2022,2,Sprained right ankle
Cole Anthony,Magic,17 December 2021,23 December 2021,6,Sprained right ankle
Miye Oni,Jazz,20 December 2021,23 December 2021,3,Sprained right ankle
Bogdan Bogdanovic,Hawks,28 November 2021,22 December 2021,24,Sprained right ankle
JaMychal Green,Nuggets,13 December 2021,22 December 2021,9,Sprained right ankle
Nicolas Batum,Clippers,11 December 2021,18 December 2021,7,Sprained right ankle
Anfernee Simons,Blazers,03 December 2021,12 December 2021,9,Sprained right ankle
Keldon Johnson,Spurs,09 December 2021,11 December 2021,2,Sprained right ankle
Keita Bates-Diop,Spurs,04 December 2021,06 December 2021,2,Sprained right ankle
Kenrich Williams,Thunder,02 December 2021,06 December 2021,4,Sprained right ankle
Kenrich Williams,Thunder,28 November 2021,02 December 2021,4,Sprained right ankle
Cole Anthony,Magic,24 November 2021,30 November 2021,6,Sprained right ankle
Lamar Stevens,Cavaliers,13 November 2021,27 November 2021,14,Sprained right ankle
Shai Gilgeous-Alexander,Thunder,22 November 2021,26 November 2021,4,Sprained right ankle
Zeke Nnaji,Nuggets,18 November 2021,23 November 2021,5,Sprained right ankle
Jimmy Butler,Heat,11 November 2021,17 November 2021,6,Sprained right ankle
Giannis Antetokounmpo,Bucks,12 November 2021,14 November 2021,2,Sprained right ankle
D'Angelo Russell,Timberwolves,02 November 2021,08 November 2021,6,Sprained right ankle
Donovan Mitchell,Jazz,04 November 2021,06 November 2021,2,Sprained right ankle
KZ Okpala,Heat,02 November 2021,06 November 2021,4,Sprained right ankle
Terry Rozier,Hornets,24 October 2021,31 October 2021,7,Sprained right ankle
Shake Milton,76ers,19 October 2021,28 October 2021,9,Sprained right ankle
Andre Drummond,76ers,24 October 2021,26 October 2021,2,Sprained right ankle
Dean Wade,Cavaliers,20 October 2021,22 October 2021,2,Sprained right ankle
Sam Merrill,Bucks,14 July 2021,20 July 2021,6,Sprained right ankle
Justin Jackson,Bucks,23 June 2021,25 June 2021,2,Sprained right ankle
Sam Merrill,Bucks,09 June 2021,13 June 2021,4,Sprained right ankle
Donovan Mitchell,Jazz,17 April 2021,26 May 2021,39,Sprained right ankle
Furkan Korkmaz,76ers,07 May 2021,13 May 2021,6,Sprained right ankle
Carmelo Anthony,Blazers,08 May 2021,11 May 2021,3,Sprained right ankle
Jae Crowder,Suns,22 April 2021,07 May 2021,15,Sprained right ankle
Giannis Antetokounmpo,Bucks,30 April 2021,02 May 2021,2,Sprained right ankle
Nate Darling,Hornets,14 April 2021,01 May 2021,17,Sprained right ankle
Tony Snell,Hawks,11 April 2021,30 April 2021,19,Sprained right ankle
Furkan Korkmaz,76ers,22 April 2021,26 April 2021,4,Sprained right ankle
Kentavious Caldwell-Pope,Lakers,24 April 2021,26 April 2021,2,Sprained right ankle
Jimmy Butler,Heat,18 April 2021,21 April 2021,3,Sprained right ankle
PJ Washington,Hornets,13 April 2021,18 April 2021,5,Sprained right ankle
Jordan Clarkson,Jazz,08 April 2021,16 April 2021,8,Sprained right ankle
Darius Garland,Cavaliers,11 April 2021,14 April 2021,3,Sprained right ankle
Daniel Gafford,Wizards,30 March 2021,10 April 2021,11,Sprained right ankle
Landry Shamet,Nets,05 April 2021,09 April 2021,4,Sprained right ankle
Ty Jerome,Thunder,31 March 2021,02 April 2021,2,Sprained right ankle
Zach LaVine,Bulls,31 March 2021,02 April 2021,2,Sprained right ankle
Kendrick Nunn,Heat,28 March 2021,01 April 2021,4,Sprained right ankle
Landry Shamet,Nets,22 March 2021,01 April 2021,10,Sprained right ankle
Doug McDermott,Pacers,29 March 2021,31 March 2021,2,Sprained right ankle
Reggie Bullock,Knicks,25 March 2021,29 March 2021,4,Sprained right ankle
Christian Wood,Rockets,05 February 2021,17 March 2021,40,Sprained right ankle
Theo Maledon,Thunder,14 March 2021,15 March 2021,1,Sprained right ankle
Dario Saric,Suns,26 February 2021,28 February 2021,2,Sprained right ankle
Terry Rozier,Hornets,01 February 2021,05 February 2021,4,Sprained right ankle
Christian Wood,Rockets,21 January 2021,28 January 2021,7,Sprained right ankle
Danilo Gallinari,Hawks,02 January 2021,22 January 2021,20,Sprained right ankle
Cameron Payne,Suns,09 January 2021,18 January 2021,9,Sprained right ankle
Goga Bitadze,Pacers,23 December 2020,17 January 2021,25,Sprained right ankle
Josh Jackson,Pistons,04 January 2021,08 January 2021,4,Sprained right ankle
James Harden,Rockets,02 January 2021,04 January 2021,2,Sprained right ankle
Jahlil Okafor,Pistons,28 December 2020,01 January 2021,4,Sprained right ankle
Jimmy Butler,Heat,26 December 2020,01 January 2021,6,Sprained right ankle
Giannis Antetokounmpo,Bucks,05 September 2020,08 September 2020,3,Sprained right ankle
Bruno Caboclo,Rockets,31 July 2020,09 August 2020,9,Sprained right ankle
Dewan Hernandez,Raptors,05 March 2020,31 July 2020,148,Sprained right ankle
Ky Bowman,Warriors,03 March 2020,10 March 2020,7,Sprained right ankle
Dean Wade,Cavaliers,07 March 2020,08 March 2020,1,Sprained right ankle
Thon Maker,Pistons,01 March 2020,04 March 2020,3,Sprained right ankle
Dewan Hernandez,Raptors,22 December 2019,03 March 2020,72,Sprained right ankle
Paul Millsap,Nuggets,01 March 2020,03 March 2020,2,Sprained right ankle
Jordan Poole,Warriors,29 February 2020,01 March 2020,1,Sprained right ankle
Naz Mitrou-Long,Pacers,25 February 2020,27 February 2020,2,Sprained right ankle
Brandon Ingram,Pelicans,08 February 2020,20 February 2020,12,Sprained right ankle
Daniel Gafford,Bulls,06 February 2020,20 February 2020,14,Sprained right ankle
Luka Doncic,Mavericks,31 January 2020,12 February 2020,12,Sprained right ankle
Daniel Theis,Celtics,05 February 2020,09 February 2020,4,Sprained right ankle
Jaylen Brown,Celtics,07 February 2020,09 February 2020,2,Sprained right ankle
Jerami Grant,Nuggets,05 February 2020,08 February 2020,3,Sprained right ankle
RJ Barrett,Knicks,18 January 2020,06 February 2020,19,Sprained right ankle
Rondae Hollis-Jefferson,Raptors,28 January 2020,05 February 2020,8,Sprained right ankle
PJ Washington,Hornets,03 February 2020,04 February 2020,1,Sprained right ankle
Jaylen Brown,Celtics,22 January 2020,26 January 2020,4,Sprained right ankle
Glenn Robinson III,Warriors,18 January 2020,22 January 2020,4,Sprained right ankle
Naz Mitrou-Long,Pacers,15 December 2019,14 January 2020,30,Sprained right ankle
Draymond Green,Warriors,06 January 2020,07 January 2020,1,Sprained right ankle
Trae Young,Hawks,28 December 2019,02 January 2020,5,Sprained right ankle
Deandre Ayton,Suns,20 December 2019,30 December 2019,10,Sprained right ankle
Mo Bamba,Magic,27 December 2019,30 December 2019,3,Sprained right ankle
Dragan Bender,Bucks,08 December 2019,26 December 2019,18,Sprained right ankle
Luka Doncic,Mavericks,16 December 2019,26 December 2019,10,Sprained right ankle
Glenn Robinson III,Warriors,23 December 2019,25 December 2019,2,Sprained right ankle
Anthony Davis,Lakers,17 December 2019,19 December 2019,2,Sprained right ankle
Deandre Ayton,Suns,27 November 2019,17 December 2019,20,Sprained right ankle
Danilo Gallinari,Thunder,09 December 2019,11 December 2019,2,Sprained right ankle
Romeo Langford,Celtics,04 December 2019,11 December 2019,7,Sprained right ankle
Ty Jerome,Suns,23 October 2019,02 December 2019,40,Sprained right ankle
Serge Ibaka,Raptors,09 November 2019,01 December 2019,22,Sprained right ankle
Brandon Knight,Cavaliers,20 November 2019,22 November 2019,2,Sprained right ankle
Jonathan Isaac,Magic,15 November 2019,20 November 2019,5,Sprained right ankle
Myles Turner,Pacers,01 November 2019,16 November 2019,15,Sprained right ankle
D'Angelo Russell,Warriors,02 November 2019,08 November 2019,6,Sprained right ankle
Alec Burks,Warriors,24 October 2019,30 October 2019,6,Sprained right ankle
Rodney McGruder,Clippers,22 October 2019,30 October 2019,8,Sprained right ankle
Joel Embiid,76ers,26 October 2019,28 October 2019,2,Sprained right ankle
John Henson,Cavaliers,23 October 2019,26 October 2019,3,Sprained right ankle
Mitchell Robinson,Knicks,23 October 2019,25 October 2019,2,Sprained right ankle
Ryan Broekhoff,Mavericks,23 October 2019,25 October 2019,2,Sprained right ankle
Stephen Curry,Warriors,10 April 2019,12 April 2019,2,Sprained right ankle
Giannis Antetokounmpo,Bucks,31 March 2019,01 April 2019,1,Sprained right ankle
Josh Jackson,Suns,23 March 2019,30 March 2019,7,Sprained right ankle
Kyle Lowry,Raptors,20 March 2019,24 March 2019,4,Sprained right ankle
Giannis Antetokounmpo,Bucks,19 March 2019,22 March 2019,3,Sprained right ankle
Kevin Durant,Warriors,13 March 2019,18 March 2019,5,Sprained right ankle
Kyle Kuzma,Lakers,06 March 2019,12 March 2019,6,Sprained right ankle
Bruce Brown,Pistons,10 March 2019,11 March 2019,1,Sprained right ankle
Darius Miller,Pelicans,22 February 2019,27 February 2019,5,Sprained right ankle
Gordon Hayward,Celtics,21 February 2019,23 February 2019,2,Sprained right ankle
Mike Muscala,Lakers,21 February 2019,23 February 2019,2,Sprained right ankle
Elfrid Payton,Pelicans,06 February 2019,22 February 2019,16,Sprained right ankle
Jaylen Adams,Hawks,09 February 2019,22 February 2019,13,Sprained right ankle
Jerami Grant,Thunder,11 February 2019,22 February 2019,11,Sprained right ankle
De'Anthony Melton,Suns,25 January 2019,20 February 2019,26,Sprained right ankle
Cedi Osman,Cavaliers,05 February 2019,13 February 2019,8,Sprained right ankle
Lonnie Walker IV,Spurs,07 February 2019,12 February 2019,5,Sprained right ankle
Julius Randle,Pelicans,29 January 2019,06 February 2019,8,Sprained right ankle
Zach LaVine,Bulls,30 January 2019,02 February 2019,3,Sprained right ankle
Steven Adams,Thunder,29 January 2019,01 February 2019,3,Sprained right ankle
Kent Bazemore,Hawks,31 December 2018,30 January 2019,30,Sprained right ankle
Derrick Rose,Timberwolves,12 January 2019,15 January 2019,3,Sprained right ankle
Christian Wood,Bucks,08 January 2019,11 January 2019,3,Sprained right ankle
Derrick Rose,Timberwolves,08 January 2019,11 January 2019,3,Sprained right ankle
Joe Harris,Nets,07 January 2019,09 January 2019,2,Sprained right ankle
Derrick Rose,Timberwolves,30 December 2018,08 January 2019,9,Sprained right ankle
Bobby Portis,Bulls,20 December 2018,06 January 2019,17,Sprained right ankle
D.J. Augustin,Magic,31 December 2018,02 January 2019,2,Sprained right ankle
Cheick Diallo,Pelicans,29 December 2018,31 December 2018,2,Sprained right ankle
Julius Randle,Pelicans,19 December 2018,21 December 2018,2,Sprained right ankle
Frank Jackson,Pelicans,28 November 2018,02 December 2018,4,Sprained right ankle
Michael Kidd-Gilchrist,Hornets,13 November 2018,26 November 2018,13,Sprained right ankle
